fuel_type,body_type,kilometer_runned,transmission_type,number_of_owners,manufacturer,model,model_year,price,registration_year,insurance_validity,seats,engine_displacement,mileage,max_power(bhp),City
1,1494416.76,47.4,1,2,6,45,2015,529000,2015,2,5,11.44,2.83,4.48,1
4,1494416.76,41.21,0,1,1,17,2019,4800000,2019,5,5,12.6,2.36,5.84,1
1,460293.0196,40.85,1,2,19,156,2016,624000,2016,2,5,10.77,2.93,4.2,1
4,1045481.863,30.19,1,1,27,219,2022,1816000,2022,6,5,11.44,2.66,5.28,1
1,1494416.76,42.26,1,1,19,155,2017,850000,2017,2,5,10.77,2.87,4.46,1
4,1045481.863,20,1,1,7,52,2021,745000,2021,2,5,10.62,2.65,4.46,1
1,1494416.76,27.14,0,1,3,32,2022,3000000,2022,5,5,12.59,2.65,5.59,1
4,460293.0196,39.31,1,1,19,136,2017,310000,2017,2,5,9.99,2.88,4.06,1
4,1045481.863,35.44,1,2,19,157,2016,495000,2016,2,5,10.62,2.75,4.36,1
4,1042342.282,27.14,1,1,19,144,2017,800000,2017,5,7,11.11,2.6,4.5,1
1,1494416.76,35.75,0,1,28,233,2019,825000,2019,2,5,11.44,2.78,4.77,1
1,1494416.76,29.62,1,1,29,247,2020,3575000,2021,2,7,12.68,2.42,5.59,1
4,1045481.863,37.3,1,1,8,78,2017,774000,2017,4,5,11.67,2.57,4.95,1
4,460293.0196,38.43,0,1,23,195,2017,525000,2017,4,5,10.62,2.68,4.23,1
4,460293.0196,33.62,1,1,19,156,2018,600000,2018,2,5,10.62,2.73,4.34,1
4,460293.0196,42.44,1,2,8,81,2016,582000,2016,6,5,10.62,2.65,4.34,1
4,460293.0196,42.89,1,2,7,59,2017,551000,2017,2,5,10.62,2.65,4.46,1
4,1045481.863,26.96,1,1,19,157,2015,525000,2015,2,5,10.62,2.75,4.36,1
4,460293.0196,43.87,1,1,8,81,2016,583000,2016,6,5,10.62,2.65,4.34,1
1,460293.0196,30.22,1,1,8,81,2021,825000,2021,5,5,11.43,2.92,4.62,1
4,1042342.282,42.52,1,1,26,212,2020,670000,2020,6,7,10,2.71,4.14,1
4,460293.0196,49.2,1,2,30,258,2013,396000,2013,2,5,10.62,2.54,4.2,1
4,1045481.863,31.81,1,1,19,157,2017,590000,2017,5,5,10.62,2.75,4.36,1
4,460293.0196,44.07,1,1,28,237,2016,400000,2016,2,5,10.62,2.88,4.38,1
4,460293.0196,31.07,1,1,19,137,2019,700000,2019,5,5,10.62,2.78,4.36,1
4,460293.0196,35.68,0,1,7,59,2016,595000,2016,2,5,10.62,2.67,4.46,1
4,460293.0196,20.8,1,1,26,207,2019,460000,2019,2,5,9.38,2.81,3.76,1
4,460293.0196,31.41,1,1,19,135,2019,395000,2019,2,5,9.38,2.91,3.62,1
1,460293.0196,43.35,1,1,30,258,2013,435000,2013,2,5,11.44,2.72,4.46,1
4,460293.0196,45.54,1,1,30,258,2019,666000,2019,4,5,10,2.66,4.22,1
4,460293.0196,46.18,1,3,19,156,2013,380000,2013,5,5,10.62,2.82,4.46,1
4,460293.0196,27.14,1,1,19,137,2018,700000,2018,5,5,10.62,2.78,4.36,1
1,1045481.863,46.55,0,2,30,263,2016,692000,2016,2,5,11.44,2.81,4.77,1
1,460293.0196,44.18,1,1,19,156,2016,590000,2016,5,5,10.77,2.93,4.2,1
4,460293.0196,46.12,1,2,30,258,2017,520000,2017,4,5,10.62,2.53,4.2,1
4,1045481.863,36.12,1,1,19,157,2019,695000,2020,5,5,10.91,2.6,4.41,1
4,460293.0196,16.45,1,1,19,160,2022,607000,2022,4,5,10.62,2.87,4.46,1
4,1494416.76,21.54,1,1,28,234,2022,688000,2022,4,5,10.62,2.72,4.42,1
4,460293.0196,16.59,1,1,19,160,2021,660000,2022,2,5,9.99,2.66,4.06,1
1,460293.0196,47.73,1,1,6,49,2012,250000,2012,2,5,11.18,2.71,4.08,1
4,1045481.863,23.51,1,1,7,56,2021,1245000,2021,2,5,11.44,2.65,4.92,1
4,1494416.76,38.13,1,2,7,62,2017,575000,2017,2,5,10.62,2.6,4.46,1
4,1494416.76,36.59,1,1,8,66,2016,845000,2016,2,5,11.67,2.35,4.95,1
4,1045481.863,44.26,1,1,8,79,2015,405000,2015,2,5,10.62,2.72,4.34,1
4,460293.0196,31.07,1,1,29,248,2021,750000,2021,5,5,10.62,2.76,4.34,1
4,1042342.282,16.64,1,1,12,95,2022,1714000,2022,2,6,11.06,2.53,5.17,1
4,1494416.76,36.65,1,1,12,98,2020,928000,2020,2,5,9.99,2.63,4.91,1
4,1045481.863,35.72,1,1,7,56,2021,950000,2021,2,5,11.44,2.65,4.92,1
4,1494416.76,33.03,1,1,28,234,2022,702000,2022,4,5,10.62,2.72,4.42,1
1,1494416.76,35.63,1,1,16,128,2020,845000,2020,2,5,11.44,2.72,4.86,1
1,1494416.76,33.62,0,2,13,101,2018,3475000,2018,2,7,12.68,2.32,5.73,1
4,460293.0196,37.56,0,1,28,237,2019,513000,2019,2,5,10.62,2.88,4.38,1
1,1045481.863,40.64,1,2,7,52,2015,570000,2016,5,5,11.44,2.91,4.62,1
4,1494416.76,26.96,1,1,7,53,2018,851000,2018,2,7,11.44,2.49,4.9,1
1,1045481.863,24.66,0,1,1,12,2022,5790000,2022,2,5,12.59,2.7,5.72,1
4,460293.0196,40.73,1,1,19,140,2014,370000,2014,2,5,9.99,2.85,4.06,1
4,1494416.76,34.2,1,1,8,64,2021,1900000,2021,5,6,12.6,2.44,5.39,1
4,460293.0196,38.18,1,1,30,258,2014,460000,2014,2,5,10.62,2.54,4.2,1
4,460293.0196,38.18,1,1,30,258,2014,460000,2014,5,5,10.62,2.54,4.2,1
1,460293.0196,47.82,1,1,8,81,2013,365000,2013,2,5,11.18,2.8,4.46,1
1,1494416.76,49.05,0,1,27,214,2018,2600000,2018,2,7,12.53,2.53,5.29,1
1,1494416.76,41.6,1,1,26,205,2016,790000,2017,2,5,11.35,2.7,4.77,1
1,460293.0196,44.25,1,1,19,156,2013,450000,2013,2,5,10.77,2.84,4.2,1
4,460293.0196,43.53,1,1,19,160,2014,370000,2014,2,5,9.99,2.74,4.06,1
4,460293.0196,30.27,0,2,8,71,2019,665000,2020,4,5,10.62,2.75,4.34,1
4,1494416.76,27.85,0,1,8,77,2020,1036000,2020,4,5,9.99,2.63,4.91,1
4,1045481.863,44.75,1,1,7,56,2019,875000,2020,5,5,11.43,2.52,4.73,1
1,460293.0196,43.72,1,2,6,50,2019,539000,2019,2,5,11.44,2.9,4.62,1
4,1494416.76,31.59,1,1,28,234,2022,847000,2022,4,5,10.62,2.72,4.42,1
4,1045481.863,35.81,1,1,7,56,2016,755000,2017,5,5,11.44,2.59,4.9,1
4,460293.0196,34.35,1,1,28,237,2020,496000,2020,5,5,10.62,2.67,4.39,1
4,1494416.76,26.04,0,1,19,159,2020,1009000,2020,4,5,11.35,2.66,4.69,1
4,460293.0196,42.67,1,3,8,70,2013,339000,2013,4,5,10.62,2.66,4.34,1
1,1494416.76,36.59,0,1,0,7,2016,4900000,2017,2,7,12.68,2.45,5.84,1
1,1494416.76,39.15,0,1,31,270,2019,6800000,2019,2,7,12.53,2.58,5.84,1
1,1045481.863,32.71,0,1,1,10,2018,3400000,2019,2,5,12.59,2.73,5.73,1
1,1494416.76,37.8,0,1,10,87,2018,5000000,2018,2,5,12.6,2.54,5.61,1
4,1045481.863,47.91,1,1,7,61,2010,519000,2010,5,5,12.68,2.34,5.62,1
1,1494416.76,51.3,0,2,0,7,2013,2150000,2013,2,7,12.68,2.29,5.84,1
1,1045481.863,43.09,0,1,0,2,2012,1450000,2012,2,5,12.53,2.58,5.59,1
1,1494416.76,41.61,1,1,19,155,2018,825000,2018,5,5,10.77,2.87,4.46,1
1,1042342.282,46.1,1,1,29,251,2017,1850000,2017,2,7,12.68,2.39,5.29,1
1,1494416.76,16.21,1,1,8,64,2022,1991000,2022,4,7,11.43,2.73,4.85,1
1,1494416.76,23.47,0,1,28,225,2021,1994000,2021,4,5,12.51,2.44,5.51,1
4,1494416.76,30,0,1,30,260,2022,1645000,2022,2,5,11.44,2.61,5.28,1
4,1494416.76,30.16,1,2,28,233,2019,719000,2019,2,5,10.62,2.57,4.77,1
4,460293.0196,23.59,0,1,19,140,2021,633000,2021,6,5,9.99,2.96,4.04,1
4,1042342.282,38.49,1,1,19,144,2018,799000,2018,5,7,11.35,2.68,4.69,1
4,460293.0196,29.04,0,2,19,137,2020,861000,2020,2,5,10.62,2.78,4.36,1
4,1045481.863,34.2,1,1,19,157,2020,610000,2020,5,5,10.62,2.82,4.46,1
4,1042342.282,30.08,1,1,26,212,2021,749000,2021,6,7,10,2.71,4.14,1
4,460293.0196,22.93,1,1,28,237,2021,648000,2021,2,5,10.62,2.67,4.39,1
1,1045481.863,53.13,1,1,19,157,2009,250000,2009,5,5,10.77,2.68,4.2,1
4,460293.0196,36.07,1,2,8,67,2012,265000,2012,2,5,9.38,2.76,3.81,1
4,460293.0196,39.15,1,1,30,258,2014,490000,2014,2,5,10.62,2.54,4.2,1
4,1494416.76,35.78,1,1,12,97,2020,1590000,2020,5,5,11.06,2.55,5.17,1
4,1045481.863,43.09,1,2,28,229,2009,114000,2009,5,5,11.18,2.43,4.02,1
1,1045481.863,35.3,1,1,7,52,2014,475000,2014,2,5,11.44,2.95,4.62,1
4,1045481.863,16.85,0,1,7,52,2020,973000,2020,5,5,10.62,2.64,4.46,1
4,460293.0196,33.92,1,1,8,81,2018,630000,2018,2,5,10.62,2.65,4.34,1
4,1045481.863,18.17,0,1,1,12,2022,5850000,2022,2,5,12.6,2.48,5.84,1
4,1494416.76,48.54,1,1,8,66,2018,827000,2018,5,5,11.67,2.51,4.95,1
4,1042342.282,30.14,1,1,26,212,2022,715000,2022,4,7,10,2.71,4.14,1
1,1042342.282,38.71,1,1,29,251,2019,2100000,2019,2,7,12.68,2.39,5.28,1
4,460293.0196,25.49,1,2,8,70,2019,569000,2019,2,5,10.62,2.66,4.34,1
4,460293.0196,28.57,1,1,26,207,2021,490000,2021,2,5,10,2.79,4.06,1
4,460293.0196,25.44,1,1,19,153,2020,485000,2020,2,5,9.99,2.79,4.04,1
4,460293.0196,35.93,1,2,7,54,2017,452000,2017,4,5,10.62,2.64,4.43,1
4,460293.0196,25.44,1,1,19,153,2020,485000,2020,2,5,9.99,2.79,4.04,1
4,460293.0196,45.11,0,1,19,137,2017,622000,2017,2,5,10.62,2.78,4.36,1
4,460293.0196,33.89,1,3,8,81,2016,554000,2016,2,5,10.62,2.65,4.34,1
4,460293.0196,41.26,1,1,19,160,2016,375000,2016,2,5,9.99,2.66,4.06,1
4,1045481.863,15.86,0,1,7,52,2020,967000,2020,5,5,10.62,2.64,4.46,1
1,1045481.863,45.11,1,1,7,52,2015,475000,2015,2,5,11.44,2.91,4.62,1
4,460293.0196,39.15,1,2,19,135,2019,320000,2019,5,5,9.38,2.8,3.62,1
4,1045481.863,30.69,1,1,7,52,2018,695000,2018,2,5,10.62,2.65,4.46,1
1,460293.0196,53.13,1,1,19,140,2016,350000,2016,5,5,9.38,3.02,3.61,1
4,460293.0196,41.21,1,3,8,81,2009,250000,2009,5,5,10.62,2.57,4.29,1
1,1494416.76,41.21,1,1,16,129,2017,1250000,2017,2,7,12.68,2.52,5.19,1
4,460293.0196,35.15,1,1,19,135,2014,260000,2015,5,5,9.38,2.83,3.62,1
1,460293.0196,40.62,1,1,2,23,2013,285000,2013,2,5,9.78,2.94,3.86,1
4,460293.0196,41.32,0,1,19,137,2017,616000,2017,2,5,10.62,2.78,4.36,1
4,460293.0196,32.84,1,1,8,81,2016,594000,2016,5,5,10.62,2.65,4.34,1
4,460293.0196,40.47,0,1,7,59,2017,647000,2017,5,5,10.62,2.67,4.46,1
4,1494416.76,43.64,0,1,12,97,2019,1400000,2019,6,5,11.06,2.55,5.17,1
4,1045481.863,44.32,1,1,7,56,2016,600000,2016,2,5,11.44,2.59,4.9,1
4,460293.0196,33.39,1,2,8,70,2019,505000,2019,5,5,10.62,2.66,4.34,1
4,1494416.76,39.15,1,1,8,77,2019,900000,2019,5,5,9.99,2.63,4.91,1
4,460293.0196,32.28,1,1,8,81,2019,730000,2019,5,5,10.62,2.65,4.34,1
4,460293.0196,28.69,1,1,6,50,2020,648000,2020,2,5,10.61,2.64,4.56,1
4,460293.0196,28.17,1,1,8,81,2013,435000,2013,2,5,10.62,2.64,4.36,1
1,1045481.863,49.32,0,1,27,218,2017,900000,2017,5,5,11.44,2.79,4.77,1
4,1045481.863,37.85,1,1,7,56,2018,740000,2018,2,5,11.44,2.59,4.9,1
4,460293.0196,44.17,1,1,19,160,2012,320000,2012,5,5,9.99,2.79,4.06,1
4,460293.0196,45,1,1,8,80,2011,295000,2011,2,5,10.62,2.73,4.29,1
1,1494416.76,33.02,1,1,16,124,2016,790000,2016,2,7,11.43,2.64,4.64,1
4,1045481.863,47.74,1,1,7,56,2015,530000,2015,5,5,11.44,2.59,4.9,1
1,1045481.863,47.47,0,2,20,168,2008,850000,2008,2,5,12.68,2.46,5.54,1
4,1045481.863,44.9,1,1,7,56,2014,570000,2014,2,5,11.44,2.57,4.88,1
4,460293.0196,42.72,1,1,8,81,2016,576000,2016,2,5,10.62,2.65,4.34,1
4,1494416.76,43.34,1,2,8,66,2017,842000,2017,5,5,11.67,2.35,4.95,1
4,1045481.863,40.07,1,1,19,142,2017,675000,2017,5,5,11.11,2.75,4.5,1
4,460293.0196,32.21,1,1,8,70,2017,518000,2018,2,5,10.62,2.66,4.34,1
4,460293.0196,24.56,1,1,4,35,2021,397000,2022,2,5,9.38,2.75,3.77,1
4,1045481.863,33.32,1,1,27,218,2017,775000,2017,2,5,11.69,2.43,4.69,1
1,1494416.76,36.67,1,2,11,92,2017,1166000,2017,4,5,12.51,2.58,5.54,1
4,1045481.863,49.32,1,3,7,61,2009,450000,2009,5,5,12.68,2.25,5.65,1
4,460293.0196,17.03,0,1,28,238,2022,732000,2022,6,5,10.62,2.72,4.39,1
4,1494416.76,43.55,0,1,6,45,2014,577000,2014,2,5,11.44,2.55,4.79,1
1,460293.0196,44.29,1,1,30,258,2015,510000,2015,5,5,11.44,2.72,4.46,1
1,1045481.863,41.21,0,3,20,168,2010,900000,2010,5,5,12.68,2.46,5.54,1
1,1494416.76,49.32,0,2,0,7,2012,1500000,2012,5,7,12.68,2.25,5.84,1
4,460293.0196,24.38,0,1,19,160,2022,625000,2022,4,5,9.99,2.93,4.04,1
4,460293.0196,33.08,1,1,6,49,2016,395000,2016,2,5,10.61,2.63,4.43,1
4,1042342.282,31.07,1,1,4,34,2017,320000,2017,5,7,10.62,2.69,4.06,1
4,460293.0196,28.88,1,1,4,35,2021,400000,2021,2,5,9.38,2.75,3.77,1
1,1045481.863,43.44,1,1,19,157,2012,485000,2012,2,5,10.77,2.68,4.2,1
4,1045481.863,45.12,1,1,7,56,2017,681000,2017,5,5,11.44,2.61,4.9,1
4,1494416.76,40.2,0,3,6,45,2016,621000,2016,5,5,11.44,2.5,4.8,1
4,460293.0196,27.57,0,1,19,136,2018,410000,2018,2,5,9.99,2.88,4.06,1
4,460293.0196,45.52,1,2,8,81,2016,505000,2016,2,5,10.62,2.65,4.34,1
4,460293.0196,37.26,1,1,8,81,2019,708000,2019,5,5,10.62,2.65,4.34,1
1,1494416.76,43.29,0,2,16,129,2020,1734000,2020,2,7,12.68,2.47,5.35,1
4,1045481.863,26.92,1,1,7,52,2018,650000,2018,2,5,10.62,2.65,4.46,1
4,460293.0196,30.76,1,1,19,156,2021,760000,2021,2,5,10.62,2.65,4.41,1
1,1045481.863,37.89,0,1,7,52,2018,785000,2018,5,5,11.44,2.88,4.29,1
4,460293.0196,25.2,1,1,19,137,2019,745000,2019,2,5,10.62,2.76,4.34,1
1,1494416.76,46.42,0,1,6,46,2018,2000000,2018,5,7,12.68,2.33,5.41,1
4,460293.0196,38.46,1,1,4,35,2016,270000,2016,2,5,9.38,2.83,3.77,1
1,460293.0196,36.84,1,1,30,258,2014,450000,2014,5,5,10.62,2.81,4.2,1
4,1045481.863,43.88,1,2,7,52,2015,420000,2016,2,5,10.62,2.65,4.46,1
1,1042342.282,32.4,0,1,29,251,2021,2790000,2021,2,7,12.68,2.29,5.29,1
4,460293.0196,28.15,1,1,19,160,2020,550000,2020,2,5,9.99,2.79,4.06,1
4,460293.0196,32.26,1,1,26,207,2019,421000,2019,2,5,10,2.84,4.06,1
4,460293.0196,32.27,1,1,4,35,2019,303000,2019,4,5,9.38,2.83,3.77,1
4,460293.0196,31.07,0,2,7,59,2018,780000,2018,5,5,10.62,2.63,4.46,1
4,1045481.863,32.69,1,1,28,239,2020,643000,2021,2,5,10.62,2.73,4.38,1
4,460293.0196,40.52,0,2,19,140,2018,474000,2018,2,5,9.99,2.85,4.06,1
4,1045481.863,28.84,0,1,29,241,2021,4200000,2021,2,5,12.68,2.68,5.4,1
4,1045481.863,41.01,1,1,19,157,2017,644000,2017,2,5,10.62,2.77,4.34,1
4,1042342.282,36.84,1,1,19,144,2021,1200000,2021,5,7,11.35,2.67,4.69,1
4,460293.0196,35.61,0,2,19,160,2019,519000,2019,2,5,9.99,2.74,4.06,1
1,1494416.76,35.01,1,1,6,45,2018,811000,2018,2,5,11.44,2.84,4.63,1
4,460293.0196,31.75,0,1,19,137,2018,725000,2018,2,5,10.62,2.69,4.34,1
1,460293.0196,34.2,1,1,8,81,2019,750000,2019,5,5,11.18,2.82,4.46,1
4,1045481.863,31.04,1,1,7,56,2020,950000,2021,2,5,11.44,2.59,4.9,1
4,1045481.863,28.44,0,1,8,78,2018,925000,2018,2,5,11.67,2.57,4.95,1
1,1042342.282,34.76,1,1,29,251,2016,1875000,2016,2,7,12.68,2.39,5.29,1
1,1045481.863,38.71,0,1,20,168,2016,2650000,2016,2,5,12.68,2.68,5.54,1
1,460293.0196,37.74,1,1,19,156,2015,550000,2015,2,5,10.77,2.93,4.2,1
4,460293.0196,39.46,1,1,8,70,2015,500000,2016,5,5,10.62,2.66,4.34,1
4,1494416.76,37.5,0,2,11,92,2018,1209000,2018,6,5,11.1,2.52,5.43,1
4,460293.0196,39.4,0,2,7,59,2017,656000,2017,2,5,10.62,2.67,4.46,1
4,1045481.863,45.68,1,1,7,52,2015,431000,2016,2,5,10.62,2.62,4.43,1
4,1494416.76,47.4,1,1,8,66,2018,895000,2018,2,5,11.67,2.51,4.95,1
1,1045481.863,41.21,0,2,1,13,2012,1500000,2012,5,5,12.59,2.56,5.84,1
4,460293.0196,47.7,1,2,8,70,2015,392000,2016,2,5,10.62,2.66,4.34,1
1,1045481.863,37.84,1,1,7,52,2014,470000,2014,2,5,11.44,2.95,4.62,1
4,1045481.863,47.45,0,1,7,52,2018,726000,2019,2,5,10.62,2.67,4.46,1
4,1045481.863,33.76,0,2,30,263,2020,1023000,2021,4,5,10,2.54,4.77,1
4,460293.0196,39.11,1,1,19,149,2017,500000,2017,5,5,10.62,2.75,4.34,1
1,1045481.863,14.96,0,1,1,12,2021,5600000,2021,2,5,12.59,2.7,5.72,1
4,1494416.76,34.2,0,1,8,64,2021,1900000,2021,5,6,12.6,2.42,5.39,1
4,460293.0196,27.57,0,1,19,136,2018,410000,2018,2,5,9.99,2.88,4.06,1
1,1494416.76,36.84,1,1,11,92,2018,1250000,2018,5,5,12.51,2.58,5.54,1
4,1494416.76,38.24,1,1,8,66,2017,903000,2017,2,5,11.67,2.48,4.95,1
4,460293.0196,32.81,1,2,8,81,2014,488000,2014,2,5,10.62,2.65,4.34,1
4,460293.0196,27.14,1,2,19,137,2020,660000,2020,5,5,10.62,2.76,4.34,1
4,460293.0196,34.55,1,1,8,81,2017,604000,2017,5,5,10.62,2.65,4.34,1
4,460293.0196,41.23,1,1,28,237,2016,417000,2016,4,5,10.62,2.88,4.38,1
4,1494416.76,50.45,1,1,16,128,2016,405000,2016,2,5,10.62,2.56,4.77,1
4,460293.0196,27.58,0,3,19,160,2017,444000,2017,2,5,9.99,2.74,4.06,1
4,460293.0196,44.81,1,2,19,156,2007,220000,2007,5,5,10.91,2.53,4.45,1
4,1045481.863,46.23,1,1,8,65,2020,615000,2020,2,5,10.62,2.74,4.34,1
4,1045481.863,46.76,1,2,7,52,2015,396000,2015,2,5,10.62,2.62,4.43,1
4,460293.0196,26.61,0,1,8,70,2018,650000,2018,2,5,10.62,2.66,4.34,1
1,1494416.76,36.84,1,1,11,92,2018,1400000,2018,2,5,12.51,2.58,5.54,1
4,460293.0196,49.32,1,1,8,67,2012,210000,2012,5,5,9.38,2.76,3.81,1
1,1042342.282,26.68,0,1,29,251,2021,2475000,2021,2,7,12.68,2.29,5.29,1
4,460293.0196,50.51,0,1,19,140,2015,350000,2015,2,5,9.99,2.79,4.06,1
4,460293.0196,33.41,1,1,8,70,2018,515000,2019,2,5,10.62,2.66,4.34,1
1,1494416.76,31.07,0,2,20,176,2017,3750000,2017,2,5,12.68,2.62,5.54,1
1,460293.0196,43.58,1,1,8,81,2014,492000,2014,2,5,11.18,2.82,4.46,1
4,1045481.863,39.85,1,1,19,157,2021,731000,2021,4,5,10.62,2.82,4.46,1
4,460293.0196,44.4,0,1,19,136,2015,345000,2015,2,5,9.99,2.88,4.06,1
4,460293.0196,42.61,1,2,8,82,2017,523000,2017,4,5,10.62,2.58,4.34,1
4,460293.0196,48.6,1,1,19,160,2014,302000,2015,2,5,9.99,2.74,4.06,1
1,1042342.282,34.2,1,1,29,251,2019,2300000,2019,5,7,12.68,2.39,5.29,1
4,1042342.282,39.68,1,2,4,34,2019,500000,2019,5,7,10.62,2.71,4.06,1
4,460293.0196,39.15,1,1,8,73,2019,472000,2019,2,5,10.28,2.73,4.08,1
4,1045481.863,47.04,1,2,19,142,2017,564000,2017,2,5,11.11,2.75,4.5,1
4,460293.0196,37.76,0,1,19,137,2017,630000,2017,2,5,10.62,2.78,4.36,1
1,460293.0196,46.25,1,1,6,49,2016,375000,2016,5,5,11.44,2.96,4.63,1
1,1045481.863,47.91,1,1,30,254,2017,520000,2017,5,5,11.44,2.79,4.77,1
4,1045481.863,16.05,1,1,7,56,2022,1597000,2022,5,5,11.44,2.59,4.9,1
4,460293.0196,32.71,0,1,8,81,2019,800000,2019,2,5,10.62,2.59,4.34,1
4,460293.0196,33.01,1,1,7,59,2017,575000,2017,5,5,10.62,2.65,4.46,1
1,1494416.76,35.57,1,1,11,92,2020,2050000,2020,2,5,12.51,2.54,5.55,1
1,1494416.76,45,1,1,28,225,2019,1422000,2019,6,5,12.51,2.57,5.17,1
4,1045481.863,28.57,1,1,8,79,2018,562000,2018,6,5,10.62,2.72,4.34,1
4,460293.0196,37.25,0,1,7,59,2018,690000,2018,2,5,10.62,2.63,4.46,1
4,460293.0196,41.17,1,2,8,82,2017,573000,2017,2,5,10.62,2.58,4.34,1
4,1045481.863,37.71,0,2,28,239,2018,558000,2018,2,5,10.62,2.73,4.38,1
4,460293.0196,34.62,1,1,19,156,2018,580000,2018,2,5,10.62,2.77,4.34,1
4,1494416.76,35.26,1,2,7,62,2017,684000,2017,5,5,10.62,2.6,4.46,1
4,1494416.76,42.61,0,1,6,45,2018,762000,2018,2,5,11.44,2.46,4.95,1
4,460293.0196,41.07,1,1,19,138,2018,663000,2018,5,5,9.99,2.76,4.65,1
1,1494416.76,37.58,1,1,19,155,2018,870000,2019,5,5,10.77,2.87,4.46,1
4,1045481.863,41.21,1,2,22,189,2011,320000,2011,5,5,12.6,2.36,4.85,1
4,1045481.863,38.72,1,1,7,56,2017,750000,2017,2,5,11.44,2.57,4.88,1
4,1045481.863,14.96,0,1,1,9,2023,4750000,2023,2,5,12.6,2.46,5.74,1
4,1045481.863,40.87,1,2,19,157,2008,245000,2008,5,5,10.91,2.6,4.41,1
1,1494416.76,36.59,1,1,8,66,2018,1080000,2018,2,5,11.18,2.81,4.46,1
1,1042342.282,53.13,1,1,2,30,2009,200000,2009,5,10,12.68,2.3,4.31,1
4,460293.0196,36.23,1,2,8,81,2016,608000,2017,5,5,10.62,2.65,4.34,1
1,460293.0196,46.55,1,2,8,82,2017,698000,2017,5,5,11.18,2.77,4.46,1
1,1045481.863,54.17,1,1,7,52,2013,335000,2013,5,5,11.44,2.91,4.62,1
1,460293.0196,48.1,1,1,8,81,2014,502000,2014,5,5,11.18,2.82,4.46,1
4,1494416.76,41.56,0,2,8,66,2018,1027000,2018,2,5,11.67,2.46,4.95,1
4,1045481.863,34.2,1,1,8,78,2019,900000,2019,5,5,11.67,2.57,4.95,1
4,1494416.76,38.13,1,1,7,62,2017,769000,2017,2,5,10.62,2.6,4.46,1
4,1045481.863,37.18,0,1,19,157,2016,595000,2016,5,5,10.62,2.64,4.36,1
4,460293.0196,42.92,1,2,19,161,2015,375000,2016,2,5,9.99,2.74,4.06,1
4,1045481.863,44.74,1,1,19,142,2015,585000,2016,2,5,11.11,2.75,4.5,1
4,1045481.863,36.84,1,2,8,78,2012,450000,2012,5,5,11.67,2.57,4.95,1
1,1494416.76,31.07,1,1,28,232,2022,2150000,2022,5,7,12.51,2.53,5.51,1
1,1045481.863,46.42,0,2,1,10,2012,995000,2012,5,5,12.59,2.66,5.69,1
4,1045481.863,26.44,1,1,7,56,2021,1100000,2021,2,5,11.44,2.57,4.88,1
4,460293.0196,49.32,1,3,30,258,2014,350000,2014,5,5,10.62,2.54,4.2,1
4,1045481.863,42.58,0,1,19,142,2018,730000,2018,2,5,11.35,2.73,4.69,1
1,1045481.863,41.21,0,2,1,13,2012,1000000,2012,5,5,12.59,2.56,5.84,1
1,1494416.76,42.73,1,1,29,247,2013,1791000,2013,2,7,12.68,2.35,5.52,1
1,1045481.863,38.03,0,2,1,10,2012,1350000,2012,2,5,12.59,2.83,5.75,1
4,460293.0196,31.17,1,1,8,70,2017,510000,2017,2,5,10.62,2.57,4.34,1
4,1494416.76,40.06,1,1,6,45,2018,860000,2018,5,5,10,2.66,4.98,1
1,460293.0196,42.49,1,3,8,81,2014,485000,2014,6,5,11.18,2.82,4.46,1
1,460293.0196,46.42,0,1,21,184,2015,1700000,2015,5,5,11.44,2.75,4.85,1
4,1045481.863,45.68,0,1,19,157,2017,636000,2017,4,5,10.62,2.77,4.34,1
4,1045481.863,43.8,1,1,30,254,2017,571000,2017,2,5,10.62,2.57,4.19,1
4,1494416.76,20,0,1,26,208,2021,825000,2021,2,5,10,2.67,4.14,1
4,460293.0196,36.66,1,1,4,35,2021,393000,2021,6,5,10,2.79,4.06,1
1,1494416.76,27.14,1,1,12,98,2021,1100000,2021,5,5,11.43,2.64,4.62,1
4,460293.0196,46.03,1,2,8,70,2016,420000,2016,4,5,10.62,2.66,4.34,1
4,1494416.76,32.43,1,1,6,45,2017,704000,2018,6,5,10,2.66,4.98,1
4,460293.0196,43.09,1,3,5,38,2010,120000,2010,5,5,11.1,2.44,4.46,1
4,1045481.863,29.46,1,1,19,157,2021,750000,2021,2,5,10.62,2.75,4.36,1
4,1494416.76,32.4,0,1,27,214,2022,3750000,2022,2,7,12.57,2.34,5.73,1
1,1494416.76,35.57,0,1,1,16,2018,2655000,2018,2,5,12.59,2.74,5.73,1
4,460293.0196,27.14,0,2,26,207,2019,410000,2019,5,5,10,2.89,4.06,1
1,460293.0196,49.78,1,1,19,137,2016,622000,2016,5,5,10.77,3.01,4.2,1
1,460293.0196,47.37,1,2,30,258,2018,730000,2018,2,5,11.44,2.72,4.45,1
4,1045481.863,38.8,1,1,7,56,2019,950000,2019,5,5,11.44,2.59,4.9,1
4,460293.0196,26.54,1,2,19,136,2017,357000,2017,2,5,9.99,2.88,4.06,1
4,1045481.863,30.06,1,1,7,56,2015,621000,2015,2,5,11.44,2.59,4.9,1
1,1494416.76,42.43,0,1,12,97,2021,1639000,2021,4,5,11.43,2.62,4.84,1
